;len;Скорость;Широта;Долгота;Вес мгновенный;Продольный наклон;Поперечный наклон;Высота;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;уклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;nom_point;уровень давления впереди,МПа;уровень давления сзади,МПа;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max
0;0.0;12.0;53.7229274;86.8363226;197.0;2.0069201717515996;0.609513410413736;0.3705528188286919;;85.2;0.0;294.95000000000005;-0.023452635872336;-0.9890894259202612;-0.0346691138982359;Груженный движется вперед;95;7530G;240;1428.0;83.0;100.0;800.0;28.0;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;0.4096527777777778;6.1;6.9;9.4;10.7;2.4828118184163417;-1.7953896528369717;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
1;19.0;12.0;53.7227606;86.8362582;202.0;3.75187292529395;-0.4117628597287425;1.4626331522883336;;85.6;19.046767734128945;245.925;0.0499643112062812;-1.009483022330988;-0.0662791883348628;Груженный движется вперед;95;7530G;240;1427.5;71.0;77.0;800.0;28.0;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;0.956152777777778;7.0;6.8;12.8;14.7;2.621443534361812;-1.9484245898659283;6.6;6.6;10.6;15.37;point_30%;1;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
2;47.0;14.0;53.7225276;86.836102;204.0;2.9021593749044965;-1.2950145057613534;2.542966611932136;;84.4;27.903931461778622;268.55;0.003059039461609;-1.0257978994595698;-0.0520036708473539;Груженный движется вперед;95;7530G;240;1312.0;81.0;100.0;800.0;28.0;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;1.2545416666666669;5.7;7.2;10.3;11.6;2.772858290779082;-1.7310869499645563;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
3;63.0;13.0;53.7223867;86.8360635;202.0;3.264354020094657;-2.0480291117798077;3.6167403477748357;;84.4;15.888861421937376;257.675;0.0280411950647496;-1.0186601407158151;-0.058121749770572;Груженный движется вперед;95;7530G;240;1557.5;71.0;70.5;800.0;28.0;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;1.5408472222222225;4.4;9.6;11.6;11.1;2.9361351837806384;-1.9359828183427035;6.6;9.569999999999999;10.6;10.6;point_30%;2;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
4;80.0;14.0;53.722242;86.83597;199.0;1.8810614505999135;-2.6785942618798164;4.689141509831169;;84.0;17.24541004347745;346.75;-0.1804833282349342;-1.0400734169470789;-0.0346691138982359;Груженный движется вперед;95;7530G;240;1522.0;96.0;97.0;800.0;28.025;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;1.9261250000000003;8.1;7.2;14.0;11.3;3.110353309478966;-1.8226511712423004;6.6;6.6;15.37;10.6;point_30%;2;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
5;96.0;14.0;53.7221061;86.8359109;200.0;2.046389423165263;-3.1944975401570903;5.765357248115872;;84.4;15.621399453142736;414.0;-0.1519322932599164;-1.0737228510247785;-0.0387478331803813;Груженный движется вперед;95;7530G;240;1731.0;98.0;100.0;800.0;28.05;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;2.3861250000000003;7.8;5.0;13.5;10.3;3.29459176398655;-2.017977082251674;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;1;0;0.0;0.0
6;112.0;14.0;53.721971;86.8358014;207.0;4.600830715630059;-3.6035265307073403;6.85057471264368;;84.4;16.679623033764248;386.025;-0.061180789232181;-1.0879983685122872;-0.0876924645661262;Груженный движется вперед;95;7530G;240;1621.5;98.0;100.0;800.0;28.075;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;2.815041666666667;6.1;6.8;13.6;12.9;3.487929643415877;-2.187382172634396;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;1;0;0.0;0.0
7;130.0;14.0;53.7218416;86.8356464;203.0;5.160251538299986;-3.9134688176262773;7.94998105342933;;84.4;17.656239870772133;203.525;-0.0326297542571632;-1.0043846232283062;-0.0907515040277353;Груженный движется вперед;95;7530G;240;1646.5;51.5;53.0;800.0;28.1;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;3.041180555555556;5.5;5.5;12.5;10.5;3.6894460438794314;-2.1050964112897677;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;1;0;0.0;0.0
8;146.0;16.0;53.721719;86.8355238;200.0;2.893111961138111;-4.132111985009613;9.068763420487558;;84.8;15.858230369621207;382.6;-0.0275313551544814;-1.008463342510452;-0.0509839910268175;Груженный движется вперед;95;7530G;240;1675.0;97.0;100.0;800.0;28.125;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;3.572569444444445;5.3;7.0;12.8;9.1;3.898220061489699;-2.3892658360841947;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;1;0;0.0;0.0
9;167.0;15.0;53.7215919;86.8352943;203.0;2.033521193812098;-4.267243616953056;10.212108963833103;;84.8;20.70555574851585;420.175;-0.0632201488732537;-1.0319159783827878;-0.0367084735393086;Груженный движется вперед;95;7530G;240;1748.0;98.0;100.0;800.0;28.15;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;4.039430555555556;6.2;6.9;12.7;11.9;4.113330792359165;-2.32898871683859;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
10;186.0;18.0;53.721464;86.8350896;202.0;4.042810667666476;-4.32665129755232;11.385204833480696;;84.8;19.60938470713408;371.025;-0.0387478331803813;-1.0380340573060058;-0.0734169470786173;Груженный движется вперед;95;7530G;240;1825.0;82.5;89.0;800.0;28.175;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;4.451680555555556;7.2;6.0;10.0;11.0;4.333857332600316;-2.3246798669683044;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
11;206.0;17.0;53.7213331;86.8348819;197.0;7.462837569908064;-4.318122610903111;12.593238179445077;;85.2;19.98796269077855;413.05;-0.0948302233098807;-0.913633119200571;-0.1203222188232894;Груженный движется вперед;95;7530G;240;1827.0;88.0;100.0;800.0;28.2;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;4.795888888888889;5.3;4.5;9.7;15.9;4.558878778325637;-2.43063894186177;6.6;6.6;10.6;15.37;point_30%;3;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
12;224.0;16.0;53.7212267;86.8346731;203.0;3.076565721717939;-4.249445141101146;13.84139615174098;;85.6;18.15102592135973;417.9;-0.0948302233098807;-0.9819516671765066;-0.0530233506678902;Груженный движется вперед;95;7530G;240;1826.0;89.0;100.0;800.0;28.225;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;5.260222222222223;7.4;5.5;15.9;12.5;4.787474225647612;-2.4030243928020254;6.6;6.6;15.37;15.37;point_30%;3;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
13;239.0;15.0;53.721137;86.8345066;204.0;6.154874827139243;-4.128406472242219;15.13486590038342;;85.2;14.832249971845789;418.25;-0.0091771183848271;-0.9360660752523708;-0.1009483022330988;Груженный движется вперед;95;7530G;240;1825.0;89.0;100.0;800.0;28.25;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;5.724944444444445;5.3;6.8;15.5;16.6;5.018722770678822;-2.370739267926725;6.6;6.6;15.37;15.37;point_30%;3;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
14;256.0;14.0;53.7210332;86.834326;204.0;5.270943468431763;-4.035957193646779;16.495785440613332;;84.8;16.584403059036052;420.025;-0.037728153359845;-0.9829713469970428;-0.0907515040277353;Груженный движется вперед;95;7530G;240;1825.0;89.0;100.0;800.0;28.275;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;6.191638888888889;5.3;5.6;9.8;13.1;5.178216982495975;-2.479084291026581;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
15;272.0;14.0;53.7209454;86.8341358;205.0;5.238070667508069;-3.656915581436736;17.908045977011824;;84.8;15.890189426696724;419.9;-0.0856531049250535;-1.0196798205363518;-0.0938105434893443;Груженный движется вперед;95;7530G;240;1825.0;89.0;100.0;800.0;28.3;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;6.658194444444445;4.5;6.1;13.1;10.5;5.505991906456894;-2.5613848338761764;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
16;288.0;15.0;53.7208643;86.8339267;203.0;6.196705012455879;-3.592745448530159;19.437547892720666;;84.4;16.46877093691422;417.675;-0.1315386968491893;-0.9962271846640156;-0.1091057407973896;Груженный движется вперед;95;7530G;240;1826.0;88.0;100.0;800.0;28.325;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;7.122277777777778;5.6;4.9;12.5;10.7;5.886388087026207;-2.629318416205628;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
17;306.0;14.0;53.7207877;86.8336965;201.0;5.347234172911524;-2.8157209146081907;21.08352490421495;;84.4;17.396724986127396;417.9;-0.0713775874375446;-0.9778729478943612;-0.0917711838482716;Груженный движется вперед;95;7530G;240;1826.0;89.0;99.5;800.0;28.35;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;7.702694444444444;4.9;5.1;9.1;10.9;6.36309352142716;-2.57453320035276;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
18;322.0;12.0;53.7207103;86.8334911;203.0;6.007264611725636;-3.0074138583773413;22.7785440613031;;84.0;16.040565292197776;419.7000000000001;-0.0744366268991536;-0.9758335882532884;-0.1029876618741715;Груженный движется вперед;95;7530G;240;1825.0;89.0;99.0;800.0;28.375;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;8.052444444444443;4.8;4.9;10.5;10.1;6.805630724297058;-2.672489146660772;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
19;338.0;12.0;53.7206445;86.8332717;202.0;8.872307347738385;-3.0393101988941273;24.61226053639892;;83.6;16.202472434056958;414.2;-0.0428265524625267;-0.9788926277148976;-0.1529519730804527;Груженный движется вперед;95;7530G;240;1827.0;88.0;100.0;800.0;28.4;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;8.512666666666666;4.2;4.3;9.4;11.3;7.045638301458689;-2.625035302691768;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
20;352.0;12.0;53.7205797;86.8330789;201.0;6.4619253372472425;-2.733880288827525;26.542528735632676;;83.2;14.605709228508854;422.1;-0.0326297542571632;-0.971754868971143;-0.1101254206179259;Груженный движется вперед;95;7530G;240;1825.0;89.0;100.0;800.0;28.425;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;8.981666666666666;4.4;4.4;8.5;11.5;7.26635300078688;-2.5613019369776007;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
21;366.0;14.0;53.7205148;86.8329116;202.0;5.706106342257495;-2.3338790323751324;28.528735632184436;;82.8;13.177417511645857;413.85;-0.0397675130009177;-0.9992862241256244;-0.0999286224125624;Груженный движется вперед;95;7530G;240;1826.0;88.0;99.5;800.0;28.45;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;9.4415;4.9;5.5;9.0;10.1;7.332008171638056;-2.652142086251809;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
22;382.0;15.0;53.7204441;86.8326873;203.0;6.0861661550356745;-2.1305746903542744;30.485823754789834;;82.8;16.740504168778937;418.025;-0.0448659121035994;-0.9839910268175792;-0.1050270215152442;Груженный движется вперед;95;7530G;240;1825.0;89.0;100.0;800.0;28.475;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;9.90597222222222;4.1;5.4;10.7;10.3;7.276408450047769;-2.709712051278361;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
23;400.0;14.0;53.7203769;86.8324409;204.0;7.452061045802876;-1.9078187898802121;32.441379310345425;;82.8;17.871799502040364;417.9;0.0020393596410727;-0.9666564698684612;-0.1264402977465075;Груженный движется вперед;95;7530G;240;1826.0;89.0;100.0;800.0;28.5;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;10.25422222222222;3.9;5.3;7.9;11.8;7.013584430021012;-2.7016480973977917;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
24;416.0;13.0;53.7203176;86.832228;202.0;6.371717358140552;-1.6506496158804336;34.357854406130905;;82.4;15.500123044149934;418.025;0.0112164780258998;-1.0043846232283062;-0.1121647802589986;Груженный движется вперед;95;7530G;240;1826.0;88.0;99.0;800.0;28.525;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;10.8348125;3.5;5.6;9.1;11.8;6.9121179620969055;-2.6455443914304784;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
25;430.0;10.0;53.7202573;86.8320397;204.0;7.6032745833935005;-1.5446082885823817;36.33716475095853;;82.0;14.103600249818143;421.475;-0.0275313551544814;-1.0003059039461608;-0.133578056490262;Груженный движется вперед;95;7530G;240;1825.0;89.5;100.0;800.0;28.55;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;11.303118055555556;3.5;4.3;9.4;11.1;6.6436493105125125;-2.5965143975045244;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
26;442.0;9.0;53.7202;86.83188;203.0;9.032843884467074;-1.599719715303733;38.170114942529445;;81.6;12.302579468124272;428.0;-0.0535331905781584;-0.979912307535434;-0.1560110125420618;Груженный движется вперед;95;7530G;240;1823.0;91.0;99.5;800.0;28.575;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;11.8975625;3.5;4.1;9.4;10.4;6.0913922480762555;-2.477317242018592;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
27;454.0;8.0;53.7201337;86.8317369;203.0;8.92736055892624;-1.38732783049476;39.84904214559461;;81.6;11.971990346172849;426.0;-0.0448659121035994;-0.99214846538187;-0.1560110125420618;Груженный движется вперед;95;7530G;240;1823.0;91.0;99.5;800.0;28.6;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;12.489229166666668;4.4;3.0;7.8;11.7;5.7105145842015155;-2.445564775994061;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
28;467.0;9.0;53.7200586;86.831585;202.0;7.923042160060471;-1.3087908606300158;41.4597701149433;;81.6;13.0389211697118;414.2;-0.0346691138982359;-1.0105027021515245;-0.1407158152340165;Груженный движется вперед;95;7530G;240;1826.0;89.0;100.0;800.0;28.625;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;13.064506944444446;3.6;4.9;9.6;9.8;5.21278046285301;-2.3076430146792437;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
29;482.0;12.0;53.7199626;86.8314378;201.0;5.866297263500064;-1.2747884303434114;42.91340996168661;;81.6;14.430151381431964;417.325;0.0713775874375446;-0.979912307535434;-0.1009483022330988;Груженный движется вперед;95;7530G;240;1825.0;89.0;100.0;800.0;28.65;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;13.644125;5.6;4.7;6.7;16.7;4.604087271063227;-2.1051158260112457;6.6;6.6;10.6;15.37;point_30%;4;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
30;496.0;16.0;53.7198536;86.8313288;199.0;3.2098944135105554;-1.5227513473333856;44.12413793103531;;82.0;14.09924197406558;411.175;-0.0856531049250535;-1.01458142143367;-0.0571020699500356;Груженный движется вперед;95;7530G;240;1826.0;87.0;99.0;800.0;28.675;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;14.443631944444444;5.5;6.8;11.0;8.7;3.91762517823274;-1.9173232497814872;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
31;534.0;20.0;53.7195252;86.8311284;198.0;-0.17015796307366696;-1.5804288125825368;45.14099616858321;;82.8;38.86833445292852;109.0;0.0183542367696543;-1.0298766187417152;0.003059039461609;Груженный движется вперед;95;7530G;240;859.0;49.0;100.0;800.0;28.7;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;14.564743055555557;6.3;7.8;10.6;12.7;3.293458883584483;-1.5492382439121668;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
32;556.0;20.0;53.7193276;86.8311356;201.0;0.2820185244036852;-1.7681727112142172;45.94942528735717;;83.6;22.00221640128365;168.875;-0.0254919955134087;-1.035484857754665;-0.0050983991026817;Груженный движется вперед;95;7530G;240;1195.0;57.0;100.0;800.0;28.725;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;14.799291666666663;6.4;8.7;13.1;13.3;2.5071134870926906;-1.3593114355895755;6.6;9.569999999999999;10.6;10.6;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;20.0;0.0
33;584.0;23.0;53.7190834;86.8312242;203.0;0.5496994297691665;-1.8405774094458471;46.49195402298937;;84.0;27.80414441826189;74.875;-0.0632201488732537;-0.954420312022025;-0.0091771183848271;Груженный движется вперед;95;7530G;240;1358.0;22.0;23.0;800.0;28.75;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;14.88248611111111;6.3;8.6;10.6;9.7;1.9159608284081047;-1.449798237270529;6.6;9.569999999999999;10.6;10.6;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
34;610.0;26.0;53.7188498;86.8312722;204.0;2.28251800398209;-1.8551221987608884;46.80000000000087;;84.4;26.196201700627626;25.1;-0.0795350260018354;-0.9432038339961252;-0.037728153359845;Груженный движется вперед;95;7530G;240;1173.5;19.0;30.0;800.0;28.775;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;14.903402777777776;7.2;8.0;16.0;9.3;1.4794171871703476;-1.439285821320195;6.6;9.569999999999999;15.37;10.6;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
35;641.0;26.0;53.7185778;86.831333;199.0;0.30900534440684596;-2.142133481992835;46.99846743295107;;85.2;30.54315416905459;33.675;-0.0132558376669725;-0.945243193637198;-0.0050983991026817;Груженный движется вперед;95;7530G;240;1305.0;12.0;18.0;800.0;28.8;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;14.95017361111111;7.9;8.7;9.9;11.0;0.987671682880296;-1.4834499243529065;6.6;9.569999999999999;10.6;10.6;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
36;671.0;27.0;53.7183102;86.8313726;199.0;0.42411642017770873;-2.231166373496254;47.08352490421542;;85.6;29.90360009026172;162.45;-0.0474151116549403;-0.963087590496584;-0.0071377587437544;Груженный движется вперед;95;7530G;240;1250.5;54.0;99.0;800.0;28.825;796.0;28.0;876.0;46.0;884.0;43.0;12.0;45.0;852.0;48.0;15.13067361111111;6.8;9.0;11.7;12.5;0.2934953966355841;-1.485304895751383;6.6;9.569999999999999;10.6;10.6;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
37;703.0;29.0;53.7180195;86.8314147;200.0;-3.598920438977642;-2.3438790041816437;46.963984674330376;;86.0;32.4797445657025;16.55;-0.0382379932701131;-1.012542061792597;0.0637299887835219;Груженный движется вперед;95;7530G;240;1338.5;7.0;9.0;800.0;28.85;796.0;28.0;876.1860465116279;46.0;884.0;43.0;12.0;45.0;852.0;48.0;15.15365972222222;8.6;9.1;10.1;10.1;-0.11075129820073086;-1.4458120631867715;9.569999999999999;9.569999999999999;10.6;10.6;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
38;746.0;30.0;53.7176394;86.8314954;198.0;0.9139742727082425;-2.3642215580395156;46.729501915709676;;86.0;42.64590578869144;52.4;-0.0662791883348628;-0.9564596716630978;-0.0152951973080452;Груженный движется вперед;95;7530G;240;1297.0;19.0;30.0;800.0;28.875;796.0;28.0;876.3720930232558;46.0;884.0;43.0;12.0;45.0;852.0;48.0;15.2264375;9.3;9.2;9.0;13.1;-0.6298813194674255;-1.4415333744492091;9.569999999999999;9.569999999999999;10.6;10.6;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
39;791.0;30.0;53.7172406;86.831583;202.0;0.43594640719223676;-2.6295208109525574;46.406130268200094;;86.0;44.768456675445634;38.95;-0.037728153359845;-1.0043846232283062;-0.0076475986540226;Груженный движется вперед;95;7530G;240;1300.0;14.0;22.0;800.0;28.9;796.0;28.0;876.5581395348837;46.0;884.0;43.0;12.0;45.0;852.0;48.0;15.269715277777776;6.0;7.6;11.0;10.3;-1.0847345552489591;-1.4848550822540973;9.569999999999999;9.569999999999999;10.6;10.6;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
40;828.0;31.0;53.7169054;86.8316318;202.0;-1.219253157678203;-2.8543644521484515;45.97701149425372;;86.0;37.45315150686743;38.975;-0.037728153359845;-1.0054043030488429;0.0214132762312633;Груженный движется вперед;95;7530G;240;1300.0;14.0;22.0;800.0;28.925;796.0;28.0;876.7441860465116;46.0;884.0;43.0;12.0;45.0;852.0;48.0;15.313020833333333;6.8;9.7;9.7;11.0;-1.3053348416733324;-1.4961722721442938;9.569999999999999;9.569999999999999;10.6;10.6;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
41;864.0;28.0;53.7165872;86.831672;199.0;-1.4643679673596826;-2.886505793012897;45.493486590039154;;86.0;35.521319791710326;40.575;-0.0122361578464362;-1.0370143774854697;0.0265116753339451;Груженный движется вперед;95;7530G;240;1300.0;14.5;22.5;800.0;28.95;796.0;28.0;876.9302325581396;46.0;884.0;43.0;12.0;45.0;852.0;48.0;15.369375;8.6;8.4;10.9;12.5;-1.1832215540484516;-1.408165684012706;9.569999999999999;9.569999999999999;10.6;10.6;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
42;895.0;25.0;53.7163066;86.8317498;194.0;-0.8872764307932623;-2.9135727508029903;45.00842911877478;;86.0;31.65446351646441;119.55;-0.0489446313857448;-1.052309574793515;0.0163148771285816;Груженный движется вперед;95;7530G;240;1248.0;38.25;61.25;800.0;28.975;796.0;28.0;877.1162790697674;46.0;884.0;43.0;12.0;45.0;852.0;48.0;15.502208333333334;9.2;8.7;12.2;19.1;-0.9302417621653577;-1.5078640664049905;9.569999999999999;9.569999999999999;10.6;18.55;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
43;924.0;23.0;53.7160521;86.8317769;201.0;0.8546909504736354;-2.576650711038541;44.53026819923454;;86.4;28.38748512088515;198.525;-0.0316100744366268;-1.0247782196390334;-0.0152951973080452;Груженный движется вперед;95;7530G;240;1289.0;62.0;100.0;800.0;29.0;796.0;28.0;877.3023255813954;46.0;884.0;43.0;12.0;45.0;852.0;48.0;15.667645833333331;8.6;9.1;11.0;14.8;-0.5713476524947365;-1.4888997428802333;9.569999999999999;9.569999999999999;10.6;18.55;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
44;951.0;25.0;53.7158048;86.8318112;196.0;-1.6781634816758422;-2.7306970789020597;44.067432950192384;;85.6;27.622356183115027;233.5;-0.058121749770572;-0.9727745487916796;0.0285510349750178;Груженный движется вперед;95;7530G;240;1428.0;76.0;98.0;800.0;29.0;796.0;28.0;877.4883720930233;46.0;884.0;43.0;12.0;45.0;852.0;48.0;15.927090277777776;9.6;9.1;9.9;19.0;-0.1853887684239754;-1.6577468811028262;9.569999999999999;9.569999999999999;10.6;18.55;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
45;982.0;27.0;53.7155346;86.8317714;204.0;1.5722215649121618;-2.5133255217312307;43.785440613027625;;85.2;30.193099038548404;209.9;-0.0397675130009177;-0.92790863668808;-0.0254919955134087;Груженный движется вперед;95;7530G;240;1323.0;64.0;100.0;800.0;29.0;796.0;28.0;877.6744186046511;46.0;884.0;43.0;12.0;45.0;852.0;48.0;16.1603125;7.5;8.8;14.2;10.1;0.026507524180474855;-1.7032437850963804;6.6;9.569999999999999;15.37;10.6;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
46;1011.0;26.0;53.7152703;86.8317119;199.0;2.154558666692741;-2.383144696024768;43.55938697318088;;84.8;29.68220510711849;380.775;-0.0591414295911083;-0.9467727133680024;-0.0356887937187723;Груженный движется вперед;95;7530G;240;1611.0;97.0;100.0;800.0;29.0;796.0;28.0;877.8604651162791;46.0;884.0;43.0;12.0;45.0;852.0;48.0;16.583395833333334;7.8;7.3;9.7;11.7;0.24256589991042687;-1.804676541942146;6.6;9.569999999999999;10.6;10.6;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
47;1041.0;27.0;53.7150132;86.8316084;198.0;-2.2545283130772744;-2.344035543273069;43.37394636015406;;84.8;29.42174342832229;154.1;-0.0805547058223717;-0.9289283165086164;0.0367084735393086;Груженный движется вперед;95;7530G;240;1446.0;45.5;45.0;800.0;29.0;796.0;28.0;878.046511627907;46.0;884.0;43.0;12.0;45.0;852.0;48.0;16.754618055555557;7.0;7.0;12.7;11.3;0.5691021426679689;-1.8274607751832619;6.6;9.569999999999999;10.6;10.6;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
