;len;Скорость;Широта;Долгота;Вес мгновенный;Продольный наклон;Поперечный наклон;Высота;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;уклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;nom_point;уровень давления впереди,МПа;уровень давления сзади,МПа;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max
48;1073.0;23.0;53.7147372;86.831486;198.0;-2.479324860121119;-2.4923031375480504;43.32183908046057;;84.8;31.765255640257475;41.95;-0.0132558376669725;-1.012542061792597;0.0438462322830631;Груженный движется вперед;95;7530G;240;1298.0;15.0;23.0;800.0;29.0;796.0;28.0;878.2325581395348;46.0;884.0;43.0;12.0;45.0;852.0;48.0;16.812881944444445;7.4;9.1;11.7;8.7;1.050496785494638;-1.9050211770923116;6.6;9.569999999999999;10.6;10.6;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
49;1102.0;18.0;53.7144894;86.8313406;199.0;1.9767025630557624;-2.39268604149141;43.49272030651421;;84.8;29.20128392035373;73.50833333333334;-0.0938105434893443;-1.0594473335372694;-0.0367084735393086;Груженный движется вперед;95;7530G;240;1327.0;27.333333333333336;48.66666666666667;800.0;29.0;796.0;28.05555555555556;878.4186046511628;46.0;884.0;43.0;12.0;45.0;852.0;48.0;16.89455787037037;7.0;9.1;13.9;8.6;1.5259738833289038;-2.0282401672069397;6.6;9.569999999999999;15.37;10.6;point_60%;5;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
50;1121.0;13.0;53.7143372;86.831214;198.0;-0.5334258954171316;-2.336545450301146;43.90804597701231;;85.2;18.884753798636865;105.06666666666666;-0.0367084735393086;-0.9850107066381156;0.0091771183848271;Груженный движется вперед;95;7530G;240;959.5;39.66666666666667;74.33333333333334;800.0;29.0;796.0;28.11111111111111;878.6046511627907;46.0;884.0;43.0;12.0;45.0;852.0;48.0;16.982113425925927;7.0;7.9;10.3;9.3;2.1505009506069817;-2.6830150953391367;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
51;1137.0;7.0;53.7142738;86.830997;198.0;1.9653584629534997;-2.1938298718734366;44.7049808429127;;85.2;15.943489196109468;136.625;-0.040787192821454;-1.009483022330988;-0.0346691138982359;Груженный движется вперед;95;7530G;240;1049.0;52.0;100.0;800.0;29.0;796.0;28.166666666666668;878.7906976744187;46.0;884.0;43.0;12.0;45.0;852.0;48.0;17.133918981481482;4.9;7.0;11.1;9.4;2.3119726681130763;-2.591824223631291;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
52;1146.0;6.0;53.7142301;86.8308765;201.0;4.7048436425466384;-2.1070025803204873;45.53180076628437;;84.8;9.31068401533057;317.425;0.020393596410727;-1.00336494340777;-0.0825940654634444;Груженный движется вперед;95;7530G;240;1466.5;87.0;99.0;800.0;29.0;796.0;28.22222222222222;878.9767441860465;46.0;884.0;43.0;12.0;45.0;852.0;48.0;17.486613425925928;5.6;5.6;8.6;11.3;2.6828989106121;-1.8979131810012726;6.6;6.6;10.6;10.6;-;0;6.6;10.6;15.0;1;0;[53.71409382719594, 86.83138852966022];36.987413491892376;0;0;0.0;0.0
53;1153.0;9.0;53.7141701;86.8308421;197.0;5.918048214739414;-2.0017041549902537;46.616091954023844;;84.0;7.053299618910694;373.85;-0.0020393596410727;-1.00336494340777;-0.1040073416947078;Груженный движется вперед;95;7530G;240;1837.0;77.0;100.0;800.0;29.0;796.0;28.27777777777778;879.1627906976744;46.0;884.0;43.0;12.0;45.0;852.0;48.0;17.902002314814816;5.4;4.9;6.8;12.4;3.0010790476374605;-1.6300125687837954;6.6;6.6;10.6;10.6;-;0;6.6;10.6;15.0;1;0;-;0.0;0;0;0.0;0.0
54;1166.0;15.0;53.7140563;86.8308307;199.0;3.839482656582416;-1.9618419317843299;47.91724137931123;;83.6;12.690616222897845;431.65;-0.0540430304884266;-1.0013255837666972;-0.0672988681553992;Груженный движется вперед;95;7530G;240;1822.0;92.0;100.0;800.0;29.0;796.0;28.33333333333333;879.3488372093024;46.0;884.0;43.0;12.0;45.0;852.8;47.8;18.26171064814815;4.7;5.5;9.2;10.3;2.959808790749953;-1.3675946632647697;6.6;6.6;10.6;10.6;-;0;6.6;10.6;15.0;1;0;-;0.0;0;0;0.0;0.0
55;1185.0;20.0;53.7138854;86.8308902;201.0;4.252053942473404;-1.8559182139865096;49.172413793104354;;83.2;19.424470566552724;417.9;-0.0520036708473539;-1.0135617416131335;-0.07545630671969;Груженный движется вперед;95;7530G;240;1825.0;89.0;100.0;800.0;29.0;796.0;28.38888888888889;879.5348837209302;46.0;884.0;43.0;12.0;45.0;853.6;47.6;18.72604398148148;5.3;5.7;9.2;9.9;2.848155308657148;-1.3587968744316905;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
56;1209.0;22.0;53.7136789;86.8309653;203.0;3.5373969355255115;-1.973147500427982;50.36168582375572;;83.2;23.51429590563601;414.2;-0.0397675130009177;-1.0054043030488429;-0.0622004690527174;Груженный движется вперед;95;7530G;240;1827.0;88.0;100.0;800.0;29.0;796.0;28.444444444444443;879.7209302325581;46.0;884.0;43.0;12.0;45.0;854.4;47.4;19.30132175925926;5.0;5.5;9.6;10.3;2.7185827962154185;-1.4191220394424229;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
57;1234.0;23.0;53.7134551;86.8310231;199.0;2.4987126191348006;-2.1038009021912893;51.52873563218486;;83.6;25.20306640527077;414.0;-0.0275313551544814;-1.0043846232283062;-0.0438462322830631;Груженный движется вперед;95;7530G;240;1827.0;88.0;100.0;800.0;29.0;796.0;28.5;879.9069767441861;46.0;884.0;43.0;12.0;45.0;855.2;47.2;19.76132175925926;4.9;6.1;9.0;10.7;2.641132347872106;-1.3402739578937801;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
58;1261.0;26.0;53.7132168;86.8311176;202.0;3.1461735317183996;-2.1380705929267934;52.623754789273;;83.6;27.24868441548565;406.15;-0.0356887937187723;-1.0196798205363515;-0.0560823901294993;Груженный движется вперед;95;7530G;240;1829.0;86.0;100.0;800.0;29.0;796.0;28.55555555555556;880.0930232558139;46.0;884.0;43.0;12.0;45.0;856.0;47.0;20.21259953703704;5.4;6.0;9.3;10.1;2.365094612264405;-1.3829649666840726;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
59;1290.0;25.0;53.7129649;86.8311985;201.0;4.133769082859426;-2.1434911254949145;53.59386973180175;;83.2;28.54389604574242;406.15;-0.0331395941674314;-0.9870500662791885;-0.0713775874375446;Груженный движется вперед;95;7530G;240;1829.0;86.0;100.0;800.0;29.0;796.0;28.61111111111111;880.2790697674419;46.0;884.0;43.0;12.0;45.0;856.0519480519481;46.98701298701299;20.776696759259263;5.0;5.6;9.2;10.1;2.330084420950949;-1.3701632558041954;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
60;1326.0;25.0;53.712641;86.8313098;201.0;3.0609834721642724;-2.3257216217399472;54.60689655172515;;83.2;36.795074629075216;409.775;-0.0479249515652085;-1.009483022330988;-0.0540430304884266;Груженный движется вперед;95;7530G;240;1828.0;86.0;100.0;800.0;29.0;796.0;28.666666666666668;880.4651162790698;46.0;884.0;43.0;12.0;45.0;856.1038961038961;46.97402597402598;21.345828703703702;5.6;7.0;9.4;10.4;2.2407133624431808;-1.370711704073674;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
61;1359.0;25.0;53.712355;86.8314078;203.0;2.7013643021663043;-2.5005704583786468;55.62605363984777;;83.6;32.486012684769335;420.125;-0.0163148771285816;-1.015601101254206;-0.0479249515652085;Груженный движется вперед;95;7530G;240;1825.0;89.0;100.0;800.0;29.0;796.0;28.72222222222222;880.6511627906976;46.0;884.0;43.0;12.0;45.0;856.1558441558442;46.96103896103896;21.812634259259266;5.7;6.6;9.3;12.1;1.98275782911278;-1.3672276906806347;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
62;1391.0;28.0;53.7120703;86.8315071;197.0;1.0684198368876443;-2.2963449838824115;56.59233716475201;;83.6;32.361410210568856;426.025;-0.0183542367696543;-0.9839910268175792;-0.0183542367696543;Груженный движется вперед;95;7530G;240;1763.0;98.0;100.0;800.0;29.0;796.0;28.77777777777778;880.8372093023256;46.0;884.0;43.0;12.0;45.0;856.2077922077922;46.94805194805195;22.40433564814815;5.7;5.7;8.7;10.5;1.73100057117011;-1.459485194509266;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
63;1427.0;38.0;53.7117473;86.8315681;197.0;-2.554783173727065;-2.2419083883310513;57.5149425287367;;84.0;36.18071387253827;33.175;-0.0336494340776996;-1.0278372591006424;0.0458855919241358;Груженный движется вперед;95;7530G;240;1288.0;11.5;16.0;800.0;29.0;796.0;28.83333333333333;881.0232558139535;46.0;884.0;43.0;12.0;45.0;856.2597402597403;46.935064935064936;22.441196759259263;7.8;8.5;9.7;10.5;1.7395893408105418;-1.392705084227463;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
64;1472.0;39.0;53.7113547;86.8316875;199.0;-0.3443547145910863;-2.206187224174469;58.65210727969457;;84.4;44.40712528608309;41.225;-0.0520036708473539;-1.0166207810747423;0.0061180789232181;Груженный движется вперед;95;7530G;240;1300.0;15.0;23.0;800.0;29.0;796.0;28.88888888888889;881.2093023255813;46.0;884.0;43.0;12.0;45.0;856.3116883116883;46.922077922077925;22.48700231481482;6.9;7.6;10.0;9.2;1.4066349784504741;-1.4985614527467956;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
65;1518.0;41.0;53.7109441;86.8317377;200.0;-1.3080745580267903;-2.181857444530513;59.70651340996279;;84.8;45.82806634259625;19.9;-0.0825940654634444;-1.023758539818497;0.023452635872336;Груженный движется вперед;95;7530G;240;1203.5;10.0;17.0;800.0;29.0;796.0;28.944444444444443;881.3953488372093;46.0;884.0;43.0;12.0;45.0;856.3636363636364;46.90909090909091;22.503585648148157;6.8;7.5;11.8;8.2;1.2199603552835525;-1.5639174803886622;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
66;1565.0;38.0;53.7105139;86.8317427;200.0;-2.134571440686538;-1.6014391570557276;60.67432950191683;;85.2;47.89158891048236;35.775;-0.0744366268991536;-1.009483022330988;0.037728153359845;Груженный движется вперед;95;7530G;240;1303.0;13.0;20.0;800.0;29.0;796.0;29.0;881.5813953488372;46.0;884.0;43.0;12.0;45.0;856.4155844155844;46.896103896103895;22.543335648148155;7.3;7.0;11.0;8.7;1.0043230806480166;-1.6874027918484282;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
67;1608.0;36.0;53.7101309;86.8316669;201.0;1.5014987777258724;-1.6679041086453008;61.46283524904328;;85.2;42.92759844369552;177.85;-0.0627103089629856;-1.009483022330988;-0.0265116753339451;Груженный движется вперед;95;7530G;240;1256.5;57.0;100.0;800.0;29.0;796.0;29.0;881.7674418604652;46.0;884.0;43.0;12.0;45.0;856.4675324675325;46.88311688311688;22.740946759259263;6.1;7.5;11.0;10.3;0.855888205614463;-1.8328308984006663;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
68;1652.0;35.0;53.7097564;86.8314972;199.0;1.6956810346864992;-1.842113897018326;62.02222222222337;;85.2;43.16322147809188;353.65;-0.0571020699500356;-0.9972468644845518;-0.0295707147955541;Груженный движется вперед;95;7530G;240;1841.0;73.0;100.0;800.0;29.0;796.0;29.0;881.953488372093;46.0;884.0;43.0;12.0;45.0;856.5194805194806;46.87012987012987;23.133891203703712;6.6;6.3;9.3;11.0;0.6782039523560635;-1.8556062118783947;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
69;1693.0;36.0;53.7094018;86.8313218;202.0;1.8127116401212402;-1.9986870034770676;62.369348659004984;;84.8;41.131525485804346;374.5;-0.0152951973080452;-1.0308962985622514;-0.0326297542571632;Груженный движется вперед;95;7530G;240;1837.0;78.0;100.0;800.0;29.0;796.0;29.0;882.1395348837209;46.0;884.0;43.0;12.0;45.0;856.5714285714286;46.85714285714285;23.550002314814822;5.4;7.2;8.6;10.9;0.5322487669596014;-1.8821237895379181;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
70;1732.0;33.0;53.7090652;86.8311388;203.0;2.3177737776787146;-2.146471426184378;62.58773946360269;;84.4;39.36302780965158;384.25;0.023452635872336;-1.0074436626899157;-0.040787192821454;Груженный движется вперед;95;7530G;240;1834.0;81.0;100.0;800.0;29.0;796.0;29.0;882.3255813953489;46.0;884.0;43.0;12.0;45.0;856.6233766233767;46.84415584415584;24.083682870370374;4.5;6.8;8.6;11.3;0.45412093541253823;-1.7493862957525073;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
71;1770.0;31.0;53.7087337;86.8310377;200.0;3.0396665338208457;-1.9400585224671436;62.716475095786606;;84.0;37.49945444870945;386.4;-0.0224329560517997;-0.9982665443050882;-0.0530233506678902;Груженный движется вперед;95;7530G;240;1834.0;81.0;99.0;800.0;29.0;796.0;29.0;882.5116279069767;46.0;884.0;42.98412698412698;12.0;45.0;856.6753246753246;46.83116883116883;24.405682870370377;5.7;6.2;8.2;11.3;0.45355711157953477;-1.6292561895673492;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
72;1804.0;30.0;53.7084212;86.8310068;201.0;1.6134401930123523;-1.5406391488734756;62.82145593869848;;84.0;34.847459086755016;425.275;-0.0112164780258998;-1.0135617416131335;-0.0285510349750178;Груженный движется вперед;95;7530G;240;1776.0;98.0;100.0;800.0;29.0;796.0;29.0;882.6976744186046;46.0;884.0;42.96825396825397;12.0;45.0;856.7272727272727;46.81818181818182;24.878210648148155;5.5;6.0;8.1;11.3;0.48736439263614306;-1.477944293342663;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
73;1842.0;31.0;53.7080894;86.831059;201.0;3.562739745439868;-1.2108113218946857;62.90498084291305;;83.6;37.09622892385684;390.55;0.0367084735393086;-0.9819516671765066;-0.061180789232181;Груженный движется вперед;95;7530G;240;1833.0;82.0;100.0;800.0;29.0;796.0;29.0;882.8837209302326;46.0;884.0;42.95238095238095;12.0;45.0;856.7792207792207;46.8051948051948;25.3121550925926;5.4;6.7;7.8;11.7;0.5975888936372362;-1.358196276220501;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
74;1878.0;31.0;53.7077705;86.8311753;200.0;1.8511349706370042;-1.0221623016602701;63.05977011494369;;83.6;36.31805966410359;392.525;0.0183542367696543;-0.9778729478943612;-0.0316100744366268;Груженный движется вперед;95;7530G;240;1826.0;82.0;100.0;800.0;29.0;796.0;29.0;883.0697674418604;46.0;884.0;42.93650793650794;12.0;45.0;856.8311688311688;46.79220779220779;25.74829398148149;5.3;7.2;8.7;10.4;0.7129736121018531;-1.3389265051747476;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
75;1916.0;33.0;53.7074411;86.8313067;200.0;-0.4859402261365037;-0.5590206640064984;63.270498084292356;;83.6;37.67756448179294;218.575;-0.0214132762312633;-0.9615580707657796;0.0081574385642908;Груженный движется вперед;95;7530G;240;1553.0;49.0;62.5;800.0;29.0;796.0;29.0;883.2558139534884;46.0;884.0;42.92063492063492;12.0;45.0;856.8831168831168;46.77922077922078;25.9911550925926;6.7;6.8;9.3;10.3;0.8583566317016793;-1.231791005425133;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
76;1955.0;35.0;53.7071042;86.8315074;195.0;-2.7828227155231375;-0.32259805023654;63.616858237549074;;84.4;39.767482855785225;44.625;-0.0622004690527174;-0.9839910268175792;0.0479249515652085;Груженный движется вперед;95;7530G;240;1288.0;16.0;25.0;800.0;29.0;796.0;29.0;883.4418604651163;46.0;884.0;42.90476190476191;12.0;45.0;856.9350649350649;46.76623376623377;26.090321759259265;8.6;7.8;10.7;10.7;0.8347825382609776;-1.4234099407424;9.569999999999999;6.6;10.6;10.6;point_30%;6;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
77;2038.0;40.0;53.7063674;86.8316922;202.0;-0.9592759495339456;-0.04097177773585631;63.957854406131446;;85.2;82.92057599347382;144.4;-0.0244723156928724;-1.0349750178443968;0.0173345569491179;Груженный движется вперед;95;7530G;240;1121.0;52.0;100.0;800.0;29.0;796.0;29.0;883.6279069767442;46.0;884.0;42.888888888888886;12.0;45.0;856.987012987013;46.75324675324676;26.25076620370371;6.4;7.4;10.7;9.3;0.5869981180037722;-1.629214262223258;9.569999999999999;6.6;10.6;10.6;point_30%;6;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
78;2086.0;41.0;53.7059413;86.8316501;199.0;-2.777719807397034;0.0950740242791962;64.1318007662847;;85.2;47.51509064051502;92.075;-0.0254919955134087;-1.0084633425104517;0.0489446313857448;Груженный движется вперед;95;7530G;240;1350.0;33.0;61.0;800.0;29.0;796.0;29.0;883.8139534883721;46.0;884.0;42.87301587301587;12.0;45.0;857.038961038961;46.74025974025974;26.353071759259265;6.8;7.9;9.7;10.9;0.5407370614987069;-1.6951059774270996;9.569999999999999;6.6;10.6;10.6;point_30%;6;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
79;2129.0;37.0;53.7055519;86.8315679;200.0;0.02863035664583019;0.060671540088769946;64.33563218390924;;85.2;43.68564083584953;39.75;-0.1549913327215254;-1.0084633425104517;-0.0005098399102681;Груженный движется вперед;95;7530G;240;1300.0;14.0;22.0;800.0;29.0;796.0;29.0;884.0;46.0;884.0;42.85714285714285;12.0;45.0;857.0909090909091;46.72727272727273;26.39723842592593;9.8;8.5;11.6;12.2;0.3175554499110559;-1.8656361044290466;9.569999999999999;6.6;10.6;10.6;point_30%;6;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
80;2172.0;32.0;53.7051839;86.8313791;202.0;1.181783460005622;-0.006506715619435832;64.38390804597819;;84.8;42.81371673014763;333.54999999999995;0.032119914346895;-0.9880697460997246;-0.020393596410727;Груженный движется вперед;95;7530G;240;1629.5;84.0;99.0;800.0;29.0;796.0;29.0;884.0;46.0;884.0;42.84126984126984;12.0;45.0;857.1428571428571;46.71428571428572;26.76784953703704;5.5;7.0;8.2;11.0;0.021685538826668675;-1.7474693757012996;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
81;2210.0;29.0;53.704854;86.8312796;199.0;0.8824324879148278;-0.06202640024248013;64.24674329502034;;84.8;37.305621445330665;309.45;0.0418068726419904;-0.9921484653818702;-0.0152951973080452;Груженный движется вперед;95;7530G;240;1741.0;74.5;76.5;800.0;29.0;796.0;29.0;884.0;46.0;884.0;42.82539682539682;12.0;45.0;857.1948051948052;46.701298701298704;27.197641203703707;5.5;8.1;9.2;12.5;-0.09432851362187167;-1.5956338205590668;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
82;2251.0;27.0;53.7044799;86.8312639;201.0;1.897454637650185;-0.14823304306047413;64.07049808429238;;84.4;41.65817537930663;362.4625;0.058121749770572;-0.9523809523809524;-0.0316100744366268;Груженный движется вперед;95;7530G;240;1126.0;86.25;88.25;800.0;29.0;796.0;29.0;884.0;46.0;884.0;42.80952380952381;12.0;45.0;857.2467532467532;46.688311688311686;27.801745370370373;5.6;7.6;7.4;13.6;-0.06587316230961293;-1.1082648733452274;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
83;2291.0;29.0;53.7041603;86.8315331;199.0;1.2137617320678495;-0.2421246101290334;63.9111111111123;;83.6;39.75556225169762;415.475;0.1029876618741715;-1.0054043030488429;-0.0214132762312633;Груженный движется вперед;95;7530G;240;1745.0;98.0;100.0;800.0;29.0;796.0;29.0;884.0;46.0;884.0;42.79365079365079;12.0;45.0;857.2987012987013;46.675324675324674;28.26338425925926;5.1;7.5;5.6;13.1;-0.018567579368488255;-0.5473244424370849;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
84;2324.0;35.0;53.7040042;86.8319658;198.0;-0.7033459476196114;-0.1144698005489872;63.806896551725316;;83.6;33.39168647495567;226.0875;0.0316100744366268;-0.9962271846640156;0.0122361578464362;Груженный движется вперед;95;7530G;240;1142.0;55.5;60.0;800.0;29.0;796.0;29.0;884.0;46.0;884.0;42.77777777777778;12.0;45.0;857.3506493506494;46.66233766233766;28.5145925925926;5.5;7.8;7.5;11.7;0.0398891679581891;-0.3062356529077319;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
85;2378.0;38.0;53.7038589;86.8327421;200.0;-0.45946852153929935;-0.1497310381040114;63.80076628352608;;83.6;53.6525437942588;36.7;-0.0346691138982359;-1.0166207810747423;0.0081574385642908;Груженный движется вперед;95;7530G;240;1301.0;13.0;20.0;800.0;29.0;796.0;29.0;884.0;46.0;884.0;42.76190476190476;12.0;45.0;857.4025974025974;46.64935064935065;28.565564814814817;6.4;7.3;9.3;9.7;0.13800689647096792;-0.18934465176281612;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
86;2434.0;39.0;53.703765;86.8335698;201.0;-0.11560855115351179;-0.0707924099758684;63.89578544061422;;84.0;55.536184732951234;129.05;-0.020393596410727;-1.0105027021515245;0.0020393596410727;Груженный движется вперед;95;7530G;240;1041.0;50.0;100.0;800.0;29.0;796.0;29.0;884.0;46.0;884.0;42.74603174603175;12.0;45.0;857.4545454545455;46.63636363636363;28.708953703703703;6.6;7.8;8.8;10.6;0.20845161458120212;-0.11399789425295981;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
87;2478.0;38.0;53.7037195;86.8342411;199.0;-0.4686605556484779;0.15272949938415908;64.08045977011612;;84.0;44.52626617626368;37.125;0.0050983991026817;-0.9972468644845518;0.0081574385642908;Груженный движется вперед;95;7530G;240;1300.0;13.5;21.0;800.0;29.0;796.0;29.0;884.0;46.0;884.0;42.73015873015873;12.0;45.0;857.5064935064935;46.62337662337662;28.750203703703708;6.7;7.5;8.6;10.4;0.35668394015226634;-0.08082606725927843;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
88;2523.0;37.0;53.7036867;86.8349251;201.0;-0.8518216669001291;0.3345313434238312;64.34942528735752;;84.4;45.22183019105106;39.85;-0.0560823901294993;-0.9584990313041704;0.0142755174875089;Груженный движется вперед;95;7530G;240;1299.0;14.0;23.0;800.0;29.0;796.0;29.0;884.0;46.0;884.0;42.71428571428572;12.0;45.0;857.5584415584416;46.61038961038961;28.838759259259263;7.3;7.8;10.5;12.1;0.3651050763198192;-0.057130775199176975;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
89;2608.0;37.0;53.7036431;86.8362127;200.0;1.0301642077532913;0.41636037358238154;64.61149425287475;;84.8;84.9889475211786;193.575;0.0061180789232181;-1.020699500356888;-0.0183542367696543;Груженный движется вперед;95;7530G;240;1282.0;61.0;99.0;800.0;29.041666666666668;796.0;29.0;884.0;46.0;884.0;42.698412698412696;12.0;45.0;857.6103896103896;46.5974025974026;29.053842592592595;6.1;7.2;7.5;11.6;0.3276832709425124;-0.053183655887401704;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
90;2654.0;37.0;53.7036212;86.8369076;200.0;1.3413764131533497;0.2885305613335793;65.00842911877515;;84.4;45.85739427856024;119.6;-0.0224329560517997;-1.0013255837666972;-0.023452635872336;Груженный движется вперед;95;7530G;240;1171.5;43.0;70.5;800.0;29.08333333333333;796.0;29.0;884.0;46.0;884.0;42.68253968253968;12.0;45.0;857.6623376623377;46.58441558441559;29.186731481481484;6.0;7.3;9.3;10.6;-0.015366830125739157;-0.08609638289449784;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
91;2698.0;37.0;53.7035876;86.8375652;200.0;-0.7686213687518592;0.31405853970528136;65.01839080459891;;84.4;43.49570129067801;190.425;-0.0040787192821454;-0.9880697460997246;0.0132558376669725;Груженный движется вперед;95;7530G;240;1346.5;59.0;98.0;800.0;29.125;796.0;29.0;884.0;46.0;884.0;42.66666666666666;12.0;45.0;857.7142857142857;46.57142857142857;29.398314814814817;6.0;7.8;9.0;11.1;-0.349219145393187;-0.08288491230064965;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
92;2743.0;38.0;53.703554;86.8382484;201.0;0.809357071828327;0.2158207021694993;64.71954022988626;;84.4;45.17671153306587;46.85;0.0061180789232181;-1.0105027021515245;-0.0142755174875089;Груженный движется вперед;95;7530G;240;1264.0;24.0;34.0;800.0;29.166666666666668;796.0;29.0;884.0;46.0;884.0;42.65079365079365;12.0;45.0;857.7662337662338;46.55844155844156;29.45037037037037;6.0;7.8;8.7;10.9;-0.6777757584903806;-0.04796545538787278;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
93;2787.0;37.0;53.7035349;86.8389205;200.0;0.5250925609279765;-0.3071875336303844;64.14252873563336;;84.4;44.34116872784235;140.875;0.0050983991026817;-1.0013255837666972;-0.0091771183848271;Груженный движется вперед;95;7530G;240;1097.0;51.0;100.0;800.0;29.20833333333333;796.0;29.0;884.0;45.972972972972975;884.0;42.63492063492063;12.0;45.0;857.8181818181819;46.54545454545455;29.60689814814815;6.2;8.2;8.6;10.7;-0.8369572979937198;-0.07157206641252634;6.6;6.6;10.6;10.6;-;0;6.6;10.6;0.0;0;0;-;0.0;0;0;0.0;0.0
